cshom,prccm,tic
500000.0,49.9121,XMHQ
1050000.0,56.5478,EQWL
81200000.0,18.42,PGF
109458000.0,0.0418,MSCLF
109458000.0,0.06,MSCL.
,0.075,PGZFF
94293000.0,0.095,PGZ.
322724000.0,0.002,UITA
,0.0245,CROOF
45797000.0,0.05,CRB.
93527000.0,0.51,IGXT
93527000.0,0.65,IGX.
5535000.0,14.76,SBKO
500000.0,34.0042,FTDS
97026000.0,0.0893,JUGRF
97026000.0,0.105,JUGR.
20013000.0,0.294,SNCA
145442000.0,0.0171,DDNFF
145442000.0,0.03,ADZ.
49083000.0,10.45,CTT
37490000.0,0.02,AFFY
98577000.0,0.0003,CDVIQ
64300000.0,35.88,AIMC
44372000.0,9.03,TAST
46799000.0,3.16,III
37356000.0,2.25,PTMN
410401000.0,1.26,TOO
1401047000.0,21.72,MLCO
,0.099,GMVMF
42726000.0,0.135,GMV.
14282000.0,0.46,AFFU
137947000.0,0.0076,HENC
9622000.0,0.0002,NDTP
4450000.0,52.8791,POWA
2700000.0,49.9032,CSD
3266000.0,1.91,RTC
57135000.0,38.75,RWX
18500000.0,62.61,PKW
32967000.0,0.06,LCX.
90731000.0,11.85,TOGL
103866000.0,12.97,BTZ
13711000.0,0.11,CTN.
204654000.0,2.67,CLNE
47327000.0,1.51,PFIE
25052000.0,0.19,TBLZ
5367000.0,15.31,MSBF
45097000.0,17.74,ORIT
23943000.0,56.77,AVAV
54795000.0,110.67,MLNX
,,FNINF
83021000.0,0.025,FNR.
,0.1027,ECRFF
177105000.0,0.145,ECR.
33661000.0,3.78,REED
23043000.0,0.106,GRCMF
23043000.0,0.145,GCOM.
3600000.0,43.15,DGL
28200000.0,10.04,DBO
3000000.0,38.74,DBP
8600000.0,15.5,DBB
600000.0,22.4,DBS
25400000.0,16.57,DBA
5200000.0,14.17,DBE
102237000.0,0.0678,SICNF
102237000.0,0.095,SIC.
11500000.0,8.01,MVO
123425000.0,0.0024,KSSH
3025000.0,12.05,PBNK
890000.0,39.04,HXU.
11464000.0,5.02,HXD.
232850000.0,53.44,IGSB
7900000.0,143.12,TLH
61900000.0,125.76,IEI
61200000.0,57.07,USIG
2650000.0,116.57,GBF
116750000.0,56.95,IGIB
222300000.0,110.65,SHV
18500000.0,112.28,GVI
1939000.0,9.05,FPBC
51928000.0,0.1065,DEVM
459980000.0,0.0056,JADA
21192000.0,1.57,XX.
37505000.0,0.0251,RMESF
47600000.0,36.67,CWI
362050000.0,0.0,SKTO
176217000.0,0.94,UEEC
78968000.0,6.56,NCMI
176783000.0,0.1044,AMYZF
176783000.0,0.14,AMY.
7367000.0,39.83,RWM
275000.0,96.851,SAA
119000.0,32.399,SBB
223000.0,13.291,SDD
2450000.0,68.85,UWM
5659000.0,14.75,TWM
229307000.0,0.0001,JAMN
106590000.0,8.34,AOD
16379000.0,9.2535,GDL
2624000.0,50.5577,GDL.PC
38968000.0,22.38,QQQX
49882000.0,19.35,SMCI
5378000.0,13.7,AVNW
14877000.0,0.0003,CGSXF
184259000.0,0.055,HREEF
184259000.0,0.065,HRE.H
58817000.0,0.0126,RGLG
6400000.0,53.13,GII
32052000.0,42.27,EIG
39824000.0,45.48,HF.3
35521000.0,1.25,PRTS
176142000.0,12.62,DRGDF
176142000.0,16.52,DGC.
1502155000.0,0.0008,ITNS
17972000.0,174.28,ESGR
2975000.0,28.0,DIG
161000.0,12.706,SIJ
517000.0,38.62,DUG
37000.0,14.465,SCC
111000.0,21.4261,RXD
1420000.0,17.03,SKF
750000.0,59.64,UYM
1025000.0,105.15,RXL
17808000.0,44.95,UYG
275000.0,78.8204,UXI
2925000.0,117.7238,ROM
219000.0,24.8615,SSG
1175000.0,41.32,USD
225000.0,111.2497,UCC
1784000.0,76.84,URE
275000.0,60.23,UPW
237000.0,17.4186,SDP
946000.0,21.75,SRS
302000.0,18.1143,REW
270000.0,25.7781,SMN
175000.0,44.3759,UGE
162000.0,13.4056,SZK
24704000.0,8.7,HROW
306000.0,0.0503,MOCI
48196000.0,0.0051,LEXG
117611000.0,0.0082,BSHF
8551000.0,0.075,CMO.H
40954000.0,0.9,ZGSI
116197000.0,2.89,CELJF
57635000.0,0.006,VNCKF
5000000.0,27.09,NGLS.PA
88024000.0,3.87,ARAY
20860000.0,0.0072,TLGN
192132000.0,0.187,IPIX
2050000.0,88.34,FXY
75101000.0,54.2,IBKR
11409000.0,15.25,ESSA
67821000.0,0.0051,EBWK
5000000.0,21.11,QCLN
1750000.0,54.6,QQXT
,,CIE.
93588000.0,0.139,VSMR
50691000.0,9.84,BBDC
27541000.0,0.02,UECN
310869000.0,0.34,NNAX
18579000.0,3.2,ROYE
1622000.0,0.7,YCM.
155783000.0,0.6,MPIR
12200000.0,25.97,UUP
1600000.0,20.94,UDN
239169000.0,0.045,GRCAF
239169000.0,0.06,GRC.
277531000.0,0.0086,LBAS
102238000.0,0.0005,WNLV
8538000.0,0.08,IRCC
63101000.0,44.53,UFS
63101000.0,57.53,UFS.
279990000.0,18.07,TFSL
951000.0,2.45,BLIN
145253000.0,7.18,GLUU
,0.0004,ADPAS
88034000.0,0.022,NEWH
158628000.0,0.3048,CRECF
158628000.0,0.41,CRE.
302863000.0,8.29,EXG
27709000.0,21.7,NIE
21600000.0,35.88,EES
7900000.0,32.88,EPS
450000.0,86.89,WTV
28700000.0,40.0,EZM
2950000.0,33.36,RESP
,0.0001,CBMDF
30073000.0,0.12,TOBAF
30073000.0,0.15,MOL.
49995000.0,0.0949,TNPH
26308000.0,19.75,CARE
34026000.0,0.01,WMK.
28300000.0,60.32,PDP
67811000.0,3.25,REI
1516000.0,17.175,CRSB
65434000.0,0.76,MIDLF
65434000.0,1.0,MD.
10411000.0,0.3877,AQPW
,,ICDXF
16300000.0,25.28,XRB.
,18.5963,ISDJF
53600000.0,24.63,XDV.
,,ISHAF
55100000.0,11.08,XTR.
22022000.0,0.705,ITP
272899000.0,0.0035,RYMM
18854000.0,0.5,SUMR
469924000.0,50.99,VEU
82864000.0,0.0093,MLRT
35687000.0,6.92,SD
348625000.0,42.18,CQP
110410000.0,0.051,GOTRF
110410000.0,0.08,GOT.
116139000.0,127.68,BR
157200000.0,107.6,MBB
15593000.0,0.1,CYRP
10400000.0,0.0022,IPUB
122547000.0,0.026,GALOF
122547000.0,0.035,GRI.
38795000.0,0.0026,RGDXQ
30463000.0,8.49,GLRE
5454102000.0,0.0001,HNRC
11957000.0,4.96,DMAC
7765000.0,24.69,SAR
13100000.0,95.59,GXC
4900000.0,97.74,GMF
76800000.0,35.79,SPEM
18561000.0,11.74,FRBA
,0.0001,GUESF
,0.0001,HEAT.2
106310000.0,0.035,SGZ.
44939000.0,5.48,EOD
11899000.0,9.23,IAE
16029000.0,14.04,JCE
14958000.0,1.08,SPCB
18178000.0,10.5,CPLP
417800000.0,36.85,PFF
35938000.0,0.1,TRM.
3900000.0,71.5391,CZA
658866000.0,44.42,BX
41373000.0,16.84,TYPE
112386000.0,0.0006,PPBV
117102000.0,36.1,CNK
17935000.0,24.82,CAI
27596000.0,21.25,TTGT
36000000.0,97.06,BLV
499823000.0,83.07,BND
278113000.0,80.53,BSV
142654000.0,86.5,BIV
19919000.0,0.0746,PMCCF
106150000.0,9.173,CYSXF
106150000.0,12.1,CPD.
200900000.0,87.18,HYG
35762000.0,0.017,STLT
19229000.0,16.53,CBMG
1990760000.0,0.0005,CHSH
3995000.0,13.25,OPNT
112316000.0,0.0098,MEDH
1219275000.0,0.0037,BYOC
274820000.0,0.035,AVOI
16385000.0,19.89,UNG
7268000.0,4.38,LCS.
3148000.0,0.17,XMF.A
67045000.0,6.32,PNNT
,0.0001,DRWIQ
393695000.0,0.0097,USRM
59675000.0,119.38,PODD
19171000.0,1.69,NBY
47446000.0,0.001,SPLM
66824000.0,6.91,EDD
21102000.0,3.92,JMP
177781000.0,2.91,INFN
336866000.0,95.78,TEL
2980417000.0,0.0002,AAPT
,0.0884,HWTHF
14840000.0,0.11,WSK.
157800000.0,29.59,SPDW
26800000.0,29.95,GWX
85408000.0,6.26,AWP
196998000.0,0.0239,CVAT
56636000.0,142.56,JAZZ
52350000.0,23.63,RSX
10027000.0,0.0115,NORNQ
114885000.0,2.7,EGIO
8000.0,0.008,LUDG
85949000.0,0.005,CETG
1068944000.0,0.0002,IMTH
138305000.0,0.0049,IFAM
51619000.0,20.6511,ATV
30400000.0,42.18,REM
27750000.0,52.02,USRT
6450000.0,72.92,REZ
55522000.0,4.65,CDXC
,0.04,SHCMF
227676000.0,0.045,SMY.
323729000.0,77.59,DFS
30291000.0,0.075,NBR.
1383000.0,64.845,SMOG
50055000.0,0.0102,OMBP
,,HYMC
14450000.0,70.3379,FTC
6200000.0,24.9296,FRI
7150000.0,45.67,FXG
2450000.0,74.65,FAD
34005000.0,66.54,FXL
31400000.0,31.65,FXO
47300000.0,28.71,FXU
9800000.0,61.48,FYX
1600000.0,53.83,FAB
3300000.0,38.57,FXZ
8500000.0,42.4,FXR
12050000.0,11.48,FXN
15000000.0,77.4495,FXH
8550000.0,42.82,FXD
22350000.0,52.14,FTA
23400000.0,61.24,FEX
13050000.0,68.8,FNX
14354000.0,6.21,FGB
,0.035,NHAWF
92772000.0,0.06,NAR.
288082000.0,0.31,POET
288082000.0,0.4,PTK.
3250000.0,35.96,FNI
7050000.0,54.69,FIW
5698000.0,14.49,FCG
17320000.0,37.4403,CGW
41104000.0,0.3075,PHNMF
41104000.0,0.4,PHNM.
9391000.0,0.7,AETI
,0.01,LNCLF
68797000.0,0.01,LMG.
502000.0,1.25,NWYU
64364000.0,0.0017,MBCI
240701000.0,0.03,CSUNY
11850000.0,12.53,CEW.
,0.0003,DEER
,123.0,FSMK
1160916600000.0,0.0001,SAFS
78250000.0,0.1445,NRTSF
966000.0,5.55,SBN.
7500000.0,14.7,XCS.
,,ISJSF
5700000.0,25.36,XEN.
8500000.0,32.41,XSU.
311631000.0,0.0113,VTGDF
9617000.0,0.51,OSCN
160996000.0,0.724,PDPYF
160996000.0,0.96,PONY.
47679000.0,0.0044,IMSUD
17408000.0,0.75,TSSI
107527000.0,5.62,BGY
8333000.0,14.3,HNW
116771000.0,0.67,NET.UN
,0.5772,URGYF
17776000.0,0.63,BFM.
27300000.0,61.8,SPTI
101795000.0,91.61,BIL
139800000.0,29.17,SPAB
29100000.0,56.59,SPIP
62600000.0,38.16,SPTL
135161000.0,0.128,FUGMF
135161000.0,0.155,FURA.
60919000.0,8.1,PEO.
,27.4437,CMOXF
4250000.0,36.41,CWW.
3500000.0,30.41,WTRE
236328000.0,0.08,SVBL
236328000.0,0.1,SVB.
,0.215,GLGLF
38394000.0,0.3,GLG.
20558000.0,0.0018,VIAP
72289000.0,0.05,NAHD
,0.0784,VDMRF
51316000.0,0.11,VONE.
6815830000.0,0.0,ELCR
102951000.0,0.02,BMOOF
102951000.0,0.025,MOON.
5199000.0,0.01,YTFD
181764000.0,0.22,YGEHY
52073000.0,9.33,AMC
34526000.0,6.3,TIPT
18566000.0,10.54,GRX
4600000.0,16.7,FISB
480000.0,39.67,HFU.
,,HZBBF
2535000.0,4.71,HFD.
,0.0,RINO
72418000.0,0.0033,GMEV
1350000.0,23.6942,IDHQ
6850000.0,27.8,PIO
3925000.0,12.5492,PBD
740000.0,0.0763,TRAA
,1.3395,SPMLF
14297000.0,1.89,PME.
140700000.0,30.72,IDV
58004000.0,2.484,TLLYF
58004000.0,3.2,TRL.H
349000.0,12.49,HED.
2130000.0,5.366,HZBRF
2130000.0,4.82,HEU.
,,CBLZF
5775000.0,22.78,XBAL.
7725000.0,20.32,XGRO.
6935000.0,3.59,ADD
,0.1,CHSY
37873000.0,63.26,PRO
32500000.0,40.63,PXF
2480000.0,11.785,LVL
16484000.0,0.55,TOVX
105652000.0,0.05,JAX.
,4.241,HZRZF
4809000.0,5.75,HGD.
6165000.0,10.388,HZNSF
6165000.0,14.16,HGU.
,8.36,TRAGF
15790000.0,11.0,TGO.
60563000.0,5.16,SCOR
68836000.0,6.03,BKCC
59195000.0,8.1,CHW
12639000.0,9.9,DEX
14484000.0,16.62,JTD
74094000.0,11.18,VTA
14972000.0,0.5926,FTPLF
14972000.0,0.89,FGE.
6219000.0,0.11,VDO.H
50380000.0,0.0063,SNHO
83159000.0,0.0051,CNWHF
188204000.0,0.65,CPPMF.
188204000.0,0.84,CMMC.
8411000.0,0.0023,PHOS
,0.0,TTXP
15155000.0,0.0091,XCRP
102327000.0,0.064,PWRMF
102327000.0,0.085,PWM.
31179000.0,0.0001,CNXS
1981000.0,12.81,QNTO
,0.0017,EHSK
75480000.0,1.06,HLIX
30151000.0,44.43,VRTU
4208000.0,0.155,GCT.
,0.08,GVCXF
303594000.0,0.11,GCT.C
,4.5351,BLKLF
47601000.0,5.9,BLN.
53356000.0,148.82,MASI
27808000.0,0.0021,HGGG
200594000.0,103.18,CXO
,0.0689,MARIF
1455388000.0,0.1,MARI.
207069000.0,0.377,SRBCF
207069000.0,0.52,SBM.
,0.0094,INCKF
167405000.0,0.02,RVL.
273523000.0,4.6,PRED
50700000.0,44.66,DEM
,0.0001,TPIY
51234000.0,132.6,WBC
89445000.0,0.0051,TCRRF
89445000.0,0.02,TZR.H
35770000.0,0.4,NSE.
21058000.0,0.08,VGD.
55036000.0,3.57,DHX
40715000.0,1.16,BKEP
89642000.0,0.0042,QYBX
169666000.0,0.0011,CRVYF
169666000.0,0.005,CVR.H
120304000.0,46.35,ALSN
1132613000.0,0.01,MXSG
29067000.0,6.96,ZAGG
1118390000.0,0.002,ASLRF
21794000.0,0.085,SINT
190310000.0,38.09,G
63176000.0,0.2097,BIOAF
63176000.0,0.26,BTI.
1739946000.0,41.71,VEA
122895000.0,180.21,LULU
33494000.0,20.48,GOF
23142000.0,8.93,INB
63667000.0,9.4,ETJ
43842000.0,0.01,ZTR.H
42860000.0,0.035,RYO.
3300000.0,38.02,WPS
26526000.0,20.86,RILY
449329000.0,0.008,CMGO
68215000.0,0.0307,IGEN
58535000.0,4.5,OILY
49319000.0,611.77,MELI
242000.0,0.0016,PRGNF
109210000.0,167.21,VMW
134116000.0,13.36,CZZ
,0.1163,RBMNF
83720000.0,0.15,RUG.
12741000.0,0.021,PTSXQ
161358000.0,0.0007,GCHK
,,TDBSF
3387000.0,6.26,XTD.
138813000.0,0.045,XAG.
15537000.0,6.37,CPIX
119664000.0,12.618,SYYNY
95418000.0,0.0039,SBFM
963000.0,87.0,LRBI
50000.0,25.0,DDDA
15512000.0,0.215,GDMRF
15512000.0,0.34,CXG.
122071000.0,1.5,FTMRQ
122071000.0,2.1,FTM.H
178508000.0,5.54,SAND
178508000.0,7.27,SSL.
7469920000.0,0.0001,NOHO
8801000.0,2.15,NEON
108828000.0,4.05,MDXG
467000.0,50.9111,NLR
20454000.0,0.0477,THTI
1941000.0,18.0,FSBC.2
122527000.0,0.014,ZZZOF
122527000.0,0.025,Z.H
,0.0,GCHT
,,OSNDF
4686000.0,6.4,MBN.
22680000.0,0.01,MTMV
23994000.0,3.94,VSI
431000.0,2.0,FBSE
46676000.0,0.0028,DLOC
155575000.0,0.0068,QSPW
24553000.0,0.4581,CEQXF
24553000.0,0.35,CQE.
93013000.0,0.0064,RBRI
6734000.0,10.21,SRV
77395000.0,0.03,SRGZ
62691000.0,0.115,RVSDF
62691000.0,0.14,RRI.
24553000.0,12.51,FDD
1050000.0,47.5116,DTRE
,0.0001,QGRSF
10700000.0,66.8,MOO
,0.097,GNGXF
106971000.0,0.125,IVS.
67046000.0,1.0,LIXT
,0.75,RDCPF
66561000.0,1.06,KUT.
38907000.0,0.0468,GNTOF
38907000.0,0.065,GNT.
2350000.0,1.0,ONEI
30635000.0,0.052,CYCA
,0.5,CALIQ
5298841000.0,0.0001,RDAR
114300000.0,113.09,MUB
117100000.0,35.85,TDC
88438000.0,0.0006,DANR
50949000.0,2.1206,CXDC
58251000.0,50.14,TFI
593000.0,240.0,NMNX
296000.0,16.0,HSTA
85652000.0,0.13,VXTRF
85652000.0,0.185,VXTR.
30000000.0,0.0081,CDBT
83041000.0,0.64,MHLD
14514000.0,2.01,SPI
3660504000.0,0.0001,GRLT
178409000.0,1.33,ARNGF
178409000.0,1.78,AR.
20420000.0,0.0565,OMTK
,0.038,TRYXF
19686000.0,0.055,BST.
8424000.0,5.87,IID
,0.141,AVCVF
2930000.0,0.19,MVI.
7998000.0,0.6181,SHIP
32452000.0,17.41,FLY
11044000.0,6.83,HTY
1015000.0,9.25,FTLF
126970000.0,0.014,HAFG
4064000.0,11.28,SLRK
60250000.0,21.6,PXH
10600000.0,29.85,PDN
20040000.0,0.0024,CCGM
169700000.0,0.0123,KOGMF
169700000.0,0.01,KGL.
54968000.0,0.001,PAANF
43005000.0,0.85,MARK
84679000.0,238.79,MSCI
13834000.0,4.53,THCT
83435000.0,81.57,LPLA
,0.0107,STVVY
6700000.0,56.79,NYF
20600000.0,60.6401,CMF
38000000.0,28.92,BWX
62721000.0,41.12,MAIN
106596000.0,0.003,VOHO
114312000.0,17.13,ROIC
10375000.0,14.15,FFNW
57402000.0,10.08,TGH
95835000.0,0.02,NSLSF
74475000.0,0.32,YIPI
84875000.0,0.008,BWBA
3150000.0,34.07,GOVI
2850000.0,25.0745,PZT
12400000.0,26.87,PWZ
116300000.0,29.04,PCY
72850000.0,26.13,PZA
148900000.0,0.015,SQG.
117425000.0,0.005,ATCC
2137280000.0,0.0001,DKTS
73551000.0,48.93,SHM
8616000.0,48.2795,AATRL
13119000.0,0.004,CHBU
50908000.0,0.15,KLEG
163576000.0,0.011,BRBL
29255000.0,1.37,TPCS
1135699000.0,0.016,KALO
,0.0001,SNEY
43063000.0,0.0348,EVXXF
43063000.0,0.045,EVX.
100531000.0,49.99,CVI
27355000.0,3.75,EPSN
39105000.0,1.342,DNGDF
39105000.0,1.79,DNG.
69741000.0,0.0015,NCEN
20124000.0,0.0098,VNRRQ
25302000.0,0.86,AACH
17875000.0,8.59,PZN
58458000.0,346.89,ULTA
137000.0,23.0636,EFU
1175000.0,25.96,EFZ
17215000.0,1.0279,RDLCF
17215000.0,1.42,RDL.
30501000.0,0.18,ASL.
61795000.0,3.5731,BTBIF
61795000.0,4.72,BTB.UN
125670000.0,0.015,BOL.
40609000.0,0.2049,GPHOF
40609000.0,0.27,GPH.
31500000.0,47.05,DGS
37275000.0,1.7416,BCOMF
33661000.0,0.009,ERGO
158653000.0,0.2976,AVLIF
158653000.0,0.39,AAL.
1392391000.0,33.47,FANH
484595000.0,0.0005,GFGU
414000.0,41.1,EEV
4300000.0,18.29,EUM
,0.0001,IMRSQ
125665000.0,1.71,ANTE
16586000.0,29.58,APEI
93697000.0,0.29,AREXQ
33462000.0,0.0015,ARYX
53012000.0,56.92,ENSG
28685000.0,11.55,LL
20590000.0,22.96,SCU
43186000.0,14.26,ACIC
225000.0,28.8552,EWV
552000.0,60.18,FXP
49778000.0,15.61,NFBK
5900000.0,26.9936,CUT
11055000.0,0.0526,RSLS
15709000.0,4.11,NES
187145000.0,18.87,CIM
2686000.0,8.3,RBCN
243392000.0,4.96,SRCI
,0.7985,ORLA
179494000.0,1.1,OLA.
,2.163,SVAUF
362513000.0,2.88,SVI.
124756000.0,0.0269,PTOI
10983000.0,13.5,NMM
31301000.0,0.33,IVDA
60200000.0,0.054,SNAS
1678000.0,0.0365,GLLK
24760000.0,0.035,STSN
2300000.0,24.9,PVI
38900000.0,18.95,PHB
,2.27,FRCGF
,,FGX.
6012000.0,0.8899,AEHL
17666000.0,1.1,FPAY
2602000.0,24.73,LGHT.1
700000.0,36.2023,IFEU
13700000.0,29.81,IFGL
3000000.0,50.185,IEUS
4300000.0,42.4393,BKF
9250000.0,40.86,ECH
17900000.0,61.26,AIA
6560000.0,19.9,CALB
2170000.0,8.85,CMUV
45585000.0,0.0125,CHYI
91900000.0,0.0005,CDIIQ
,0.0002,LBRMF
22400000.0,23.0,FGD
11374000.0,0.015,BGMD
22184000.0,20.58,TITN
40201000.0,30.41,LRN
88563000.0,0.0546,SLSDF
88563000.0,0.07,SNS.
15912000.0,27.11,PKO
,0.0002,AMCO
187214000.0,84.88,FNV
187214000.0,111.15,FNV.
162140000.0,0.0687,OGLDF
162140000.0,0.09,OOO.
106237000.0,0.0135,TMSH
3900000.0,24.95,FABK
106194000.0,0.0009,PNRC
,,DDWWF
36849000.0,5.09,DGS.
119806000.0,4.18,XIN
85675000.0,108.94,JNK
,,FRMUF
26252000.0,6.17,FCD.UN
24104000.0,17.12,ACBI
9356000.0,0.004,OMMH
62356000.0,0.19,UCIX
35549000.0,49.75,ITM
29926000.0,2.97,OESX
2500000.0,21.6459,USL
1007917000.0,3.03,BTG
1007917000.0,3.98,BTO.
41960000.0,19.55,FOR
8875000.0,127.01,EDV
231900000.0,1.28,TNK
115525000.0,0.005,NMOC
33486000.0,7.96,DFRG
165800000.0,57.4,SCZ
2100000.0,67.7555,TOK
68500000.0,46.2,IGF
432992000.0,2.13,CIAFF
432992000.0,2.81,CIA.
4384740000.0,0.0001,OPMG
12701000.0,1.3,MYND.1
56285000.0,0.1939,PMCOF
56285000.0,0.25,PPP.
106413000.0,0.3404,CHOOF
29071000.0,2.68,ORN
2160000.0,28.57,TAO
66180000.0,0.082,CNFN
,0.0177,DECXF
166366000.0,0.03,DEC.
86555000.0,0.0549,VPRB
,0.033,SMREF
67916000.0,0.04,SMN.
51700000.0,0.1077,YEWB
139100000.0,113.29,EMB
593610000.0,0.19,MTAM
668048000.0,0.109,SVBRF
668048000.0,0.14,SBR.
26263000.0,0.01,PPOTF
26263000.0,0.02,PP.H
,,CLYAF
5900000.0,40.81,COW.
83375000.0,2.0632,FPLSF
83375000.0,2.66,VNP.
19257000.0,5.9,RCKXF
19257000.0,7.81,RME.
14900000.0,21.69,PBP
38009000.0,0.474,XXMMF
38009000.0,0.61,XIM.
34039000.0,129.48,MGK
18900000.0,101.25,MGC
30809000.0,80.5,MGV
1800000.0,68.46,SCJ
4000.0,780.0,JUHLD
5553310000.0,0.0001,FDBL
33558000.0,0.09,HWNI
27935000.0,3.12,CERGF
27935000.0,3.96,CRP.
7700000.0,27.05,PIZ
9400000.0,17.73,PIE
48031000.0,44.32,SATS
276700000.0,0.0023,CSOC
65076000.0,0.002,CEXE
38674000.0,0.0642,EDWZF
38674000.0,0.1,EDW.
30903000.0,0.005,PPRW
56797000.0,0.57,TII.
8000000.0,20.76,MLN
277348000.0,42.94,BIP
277348000.0,56.13,BIP.UN
1889078000.0,0.0003,IFXY
754849000.0,0.11,LYDIF
754849000.0,0.145,LYD.
2564000.0,34.15,SFBC
93224000.0,0.0025,VHLD
94629000.0,0.0001,QRMLF
3650000.0,13.28,KOL
15986000.0,2.22,BWEN
29802000.0,0.3611,MLGCF
29802000.0,0.53,MT.
13861000.0,0.064,OGSM
8600000.0,19.7,CYH.
13860000.0,7.6244,HNUZF
13860000.0,9.88,HNU.
26317000.0,3.9842,HZOZF
26317000.0,6.44,HOU.
,6.8127,HBNNF
1550000.0,8.77,HND.
8190000.0,4.7916,HBTPF
8190000.0,5.14,HOD.
349200000.0,14.63,PGX
19044000.0,3.69,DALN
1250000.0,8.93,HBU.
100000.0,12.05,HBD.
53542000.0,17.89,EBSB
48646000.0,2.7,AACG
,,MDNGF
88778000.0,0.13,MMA.
320709000.0,0.0022,TRRE
750000.0,37.4,BJK
7250000.0,17.83,GCC
17877000.0,0.23,SIXWF
19284000.0,0.045,JZR.
21263000.0,0.43,A.H
,13.67,CLFMF
38100000.0,17.96,CLF.
2400000.0,25.56,HAO.1
73953000.0,0.0016,NXTH
128139000.0,0.1775,DTST
835734000.0,0.4148,KBLB
,,CGFEF
65248000.0,0.72,CFY.
104586000.0,0.0001,BLSP
24025000.0,0.0351,IRSB
6950000.0,25.28,PIN
381000.0,0.47,SRBT
3840200000.0,0.0001,PSRU
34826000.0,42.93,CSII
110333000.0,0.285,RGSEQ
580975000.0,0.03,QTMM
3596000.0,0.165,RGM.
47500000.0,50.37,GSY
814132000.0,0.2149,TREVQ
814132000.0,0.28,TV.
180519000.0,116.0,AWK
33804000.0,48.15,BEAT.2
10714000.0,3.0,MKGI
25000.0,1.05,DPSI
265584000.0,0.0104,KALY
16660000.0,1.89,AYTU
21201000.0,39.36,DWX
7550000.0,50.01,CMR.
64354000.0,0.05,OOR.
8221993000.0,0.0,TPAC
17951000.0,53.38,RWL
5851000.0,60.9321,RWK
63379000.0,0.0139,LAXAF
6451000.0,63.14,RWJ
64000000.0,26.06,EPI
33726000.0,0.55,MEDS
8471000.0,0.0937,ONBI
11150000.0,17.6954,SMB
1250000.0,30.8517,UGA
1656760000.0,0.001,OMHI
1738988000.0,173.55,V
,0.016,ELGSF
50052000.0,0.02,ELE.H
5133000.0,13.2,EMPK
84508000.0,0.167,CATPF
84508000.0,0.215,EMM.
107633000.0,0.1374,SLVRF
107633000.0,0.17,SVE.
117558000.0,28.03,ENOV
4600000.0,126.96,CFXA
36833000.0,49.67,FN
22065000.0,0.0071,SWRL
23125000.0,26.31,HCCI
13769000.0,2.68,CLDX
1106000.0,2.4,PCHK
14096000.0,0.0016,CBIH
6738000.0,0.075,POC.
1555803000.0,78.53,PM
32937000.0,1.1,CJJD
,0.01,WRRNF
69003000.0,0.01,WTR.H.
53898000.0,0.18,CNOBF
53898000.0,0.21,HMLO.
48988000.0,0.0468,WLRMF
48988000.0,0.06,AORO.
97867000.0,0.3765,ORRCF
97867000.0,0.48,OCO.
8600000.0,55.58,WIP
62622000.0,39.57,HI
71411000.0,0.286,ASDN
49823000.0,73.68,LOGM
58048000.0,9.3,CCXI
42407000.0,47.78,ZGNX
310059000.0,18.34,SWI
,0.001,FNRG
,0.0445,PGXFF
53565000.0,0.065,PGX.
25000.0,40.7501,LTL
146000000.0,73.71,ACWI
79200000.0,46.76,ACWX
5250000.0,95.59,THD
2550000.0,54.53,EIS
15200000.0,23.82,TUR
74569000.0,0.3,INSYQ
2600683000.0,0.0001,BYRG
54479000.0,10.42,ERII
543944000.0,25.27,KKR
29358000.0,0.0559,EWGFF
54603000.0,0.097,NMEX
93867000.0,0.1261,NRGOF
93867000.0,0.16,PINN.
123313000.0,0.025,AUL.H
201000.0,1.2,ASIN.1
13237000.0,0.04,NBU.H
99510000.0,0.0643,SSTT
34677000.0,19.05,VRS
33122000.0,18.89,NX
36944000.0,0.01,SIZYF
245752000.0,0.192,EVGDF
245752000.0,0.26,ELVT.
42120000.0,35.99,CDNA
69020000.0,12.32,LAB
57590000.0,18.43,CDXS
131047000.0,3.36,IPI
12728000.0,28.27,TAN
3641000.0,36.8,WMPN
3056496000.0,0.0004,OCLN
,0.3629,VLMZF
8604000.0,0.3,VG.
122146000.0,0.018,FRMA
536300000.0,16.82,AGNC
24998000.0,0.001,URBF
56792000.0,0.015,RUM.
4177674000.0,0.0,FITX
311783000.0,0.105,SCYYF
311783000.0,0.13,SCY.
,,MONTF
37261000.0,0.235,MONT.
22295000.0,2.36,TMDIF
22295000.0,3.08,TMD.
157718000.0,0.09,RKHNF
157718000.0,0.135,RK.
62093000.0,0.08,XCPL
27897000.0,20.87,ECHO
3300000.0,19.4414,PST
31307000.0,28.94,TBT
8503000.0,40.47,HCI
,0.0001,CHIT
,0.171,WTRNF
186874000.0,0.27,WRX.
83067000.0,17.12,MRC
117191000.0,0.0522,ALXEF
117191000.0,0.06,AL.
169301000.0,0.0014,MSTG
1100000.0,47.1058,RDOG
,0.0368,CBULF
169172000.0,0.04,GRAT.
45400000.0,49.9,RWO
123514000.0,24.52,IOVA
1100000.0,25.54,CYB
253332000.0,2.5896,SII
253332000.0,3.37,SII.
48353000.0,117.02,LOPE
6383000.0,0.0002,VOIP
10900000.0,44.7,EWX
7781000.0,22.01,MLVF
101253000.0,1.56,SB
15596000.0,0.71,SGLY
